Filename,MFDMA,Symmetry_X,Symmetry_Y,Amp_Mean,Amp_Variance,Amp_Skewness,Amp_Kurtosis,msgggf_1,msgggf_2,msgggf_3,msgggf_4,msgef_1,msgef_2,Class
0003ML0000001130100133I01_DRCL_aug0.jpg,107.6187,14.327162,14.870571,107.6187,340.26758,0.2880635453234117,2.8678128286758957,0.90771484375,0.70751953125,0.70751953125,0.30224609375,95.51255386383222,96.67263374485596,hard
0003ML0000000730100093E01_DRCL_aug1.jpg,130.12186,13.810461,13.679215,130.12186,169.00539,-0.771303760723096,5.101706103702774,0.959228515625,0.890869140625,0.890869140625,0.651123046875,94.02401608733123,94.42345679012344,hard
0019ML0000540840100365C00_DRCL_aug0.jpg,112.92435,14.061781,14.436737,112.92435,199.2136,-0.3766454950100408,5.916820618764991,0.910888671875,0.736328125,0.736328125,0.3720703125,95.84659580580292,95.20349794238685,sandy
0157ML0008550010104530E01_DRCL.JPG,118.039406,15.268555,15.328306,118.039406,241.4502,0.0722202822778084,3.24702319090033,0.9111328125,0.7431640625,0.7431640625,0.396484375,95.85831657569663,95.60925925925925,hard
0019ML0000540810100362I01_DRCL_aug3.jpg,93.90111,14.079977,13.275099,93.90111,238.26941,0.2322973077208569,4.926041903935326,0.66064453125,0.295654296875,0.295654296875,0.035888671875,96.86630278655558,97.29876543209878,sandy
0042MR0001941060102321E01_DRCL.JPG,106.95407,14.35066,14.543812,106.95407,204.08249,-0.4454045108405539,5.5500498118508474,0.75244140625,0.4423828125,0.4423828125,0.15087890625,94.70089054869288,94.82572016460904,sandy
0019MR0000540340100204I01_DRCL.JPG,120.86664,14.145046,14.024803,120.86664,313.9527,0.4869492619911943,3.4915559191591594,0.86669921875,0.69287109375,0.69287109375,0.36474609375,94.22326917552428,93.52798353909463,hard
0017ML0000500070100220I01_DRCL_aug0.jpg,119.78816,14.389587,13.718956,119.78816,181.63701,-0.5024612393489106,5.260628740290784,0.94775390625,0.838134765625,0.838134765625,0.522705078125,98.00907785119216,98.83086419753086,hard
0585MH0003080020202491I01_DRCL_aug0.jpg,123.98878,13.640641,13.6004305,123.98878,164.37158,-0.6505523816100749,5.125982082324569,0.9521484375,0.848388671875,0.848388671875,0.55419921875,92.81677678827924,92.59053497942386,hard
0696MH0003630020204104I01_DRCL_aug1.jpg,111.97739,14.849318,14.769428,111.97739,259.2049,-0.1207162486300279,2.979870554757828,0.854248046875,0.596435546875,0.596435546875,0.249267578125,94.91772479172651,94.54938271604938,hard
