Filename,MFDMA,Symmetry_X,Symmetry_Y,Amp_Mean,Amp_Variance,Amp_Skewness,Amp_Kurtosis
0042MR0001940470102262E01_DRCL.JPG,108.44777,13.437212,13.393375,108.44777,216.86563,-0.06666072458028793,4.1608276
0154ML0008510220104513I01_DRCL.JPG,122.83995,14.129963,13.8479805,122.83995,407.07043,0.33311283588409424,1.2100859
0039MR0001770030101222E01_DRCL.JPG,127.309,13.975287,13.887245,127.309,262.9887,0.007093777414411306,2.786314
0178ML0006460000105248E01_DRCL.JPG,135.63116,14.459247,14.07523,135.63116,317.88135,0.2859741747379303,2.6486444
0044MR0002011240102503E01_DRCL.JPG,125.44946,13.721287,14.005543,125.44946,174.28268,-0.7445099949836731,5.090555
0072MR0005610060103631E01_DRCL.JPG,138.07117,14.205075,14.89872,138.07117,234.4609,-0.6283328533172607,3.1020575
0279MH0002670020103135C00_DRCL.JPG,133.65454,14.22505,14.018291,133.65454,254.2803,-0.04265495017170906,3.629622
0279MH0002700050103092I01_DRCL.JPG,100.18344,12.927344,13.735901,100.18344,494.1443,0.8901795148849487,2.8399005
0050MR0002290560102821E01_DRCL.JPG,135.22379,13.568527,13.53354,135.22379,208.76598,-0.4736463725566864,4.2410483
0292MH0002810020103614I01_DRCL.JPG,113.29888,13.588485,14.141513,113.29888,376.6379,0.5101860761642456,3.135942
0049MR0002240110102746E01_DRCL.JPG,108.82767,13.909797,13.724054,108.82767,187.4016,-0.29942163825035095,5.2148256
0584MH0003620020202309I01_DRCL.JPG,122.34346,14.576115,14.821543,122.34346,452.49762,0.5866706967353821,1.781971
0019ML0000540420100323I01_DRCL.JPG,86.32657,13.95225,14.416957,86.32657,575.701,0.8042333126068115,1.5591154
0157ML0008550010104530I01_DRCL.JPG,100.920746,14.343797,15.295864,100.920746,469.3423,0.2789774537086487,1.462821
0019ML0000540680100349B00_DRCL.JPG,131.23535,13.728136,13.818651,131.23535,177.28539,-0.6391609907150269,4.066632
0584MH0003620020202296I01_DRCL.JPG,122.90524,15.728285,15.785091,122.90524,362.02924,0.5971735715866089,2.589787
0050MR0002290280102793E01_DRCL.JPG,137.25983,14.248718,14.082799,137.25983,225.3852,-0.10379798710346222,1.9263582
0003ML0000000440100064E01_DRCL.JPG,124.42914,14.520681,14.782021,124.42914,201.12547,-0.9715930819511414,6.500695
0158MR0008590040201341I01_DRCL.JPG,130.60876,15.015313,14.967854,130.60876,313.9965,0.16125354170799255,2.063212
0164MR0008850160201605I01_DRCL.JPG,129.7776,14.798662,14.787941,129.7776,282.66327,0.079507976770401,1.7967362
0051MR0002310410102896E01_DRCL.JPG,133.85158,14.288562,14.300741,133.85158,210.19835,-0.5896160006523132,3.3231769
0019MR0000590100100164I01_DRCL.JPG,126.15487,14.953508,14.378627,126.15487,266.37122,0.06317213177680969,3.6508818
0017ML0000500100100223I01_DRCL.JPG,123.83803,14.521619,14.082019,123.83803,269.93268,0.3969375491142273,3.9749384
0019ML0000540640100345I01_DRCL.JPG,105.0435,13.140862,13.546957,105.0435,461.9668,0.04027574881911278,0.39063287
0066ML0002960200102463E01_DRCL.JPG,128.36156,13.851669,13.80308,128.36156,280.6103,0.23585787415504456,2.589231
0585MH0002970020202766I01_DRCL.JPG,125.03789,13.853106,13.628857,125.03789,266.74063,0.06220404803752899,2.3279848
0153MR0008480110201283I01_DRCL.JPG,124.30984,13.755383,14.1475525,124.30984,287.904,0.35417380928993225,2.9997401
0077MR0005750590103834E01_DRCL.JPG,127.581955,13.841163,13.715699,127.581955,283.73877,0.16780179738998413,2.913086
0055ML0002540090102276E01_DRCL.JPG,129.95639,14.322374,14.163504,129.95639,198.81595,-0.3055945634841919,2.9065194
0229MR0005400000202927E01_DRCL.JPG,139.98477,13.595925,13.449581,139.98477,325.33124,0.1453627198934555,1.9029765
0017MR0000550130100135C00_DRCL.JPG,137.37985,14.759907,13.685476,137.37985,202.35028,-0.3754802644252777,3.4201856
0503MH0003070010200574I01_DRCL.JPG,125.85193,14.704624,13.81631,125.85193,337.69843,0.4682970941066742,1.7377429
0019ML0000540180100299C00_DRCL.JPG,99.96478,14.186066,14.731917,99.96478,329.6228,0.4569777846336365,3.5042744
0064MR0002850560103234E01_DRCL.JPG,133.00989,14.305988,14.273433,133.00989,220.7106,-0.39431241154670715,3.576652
0153MR0008470090201251I01_DRCL.JPG,128.51544,14.274843,14.864325,128.51544,307.86023,0.013564163818955421,1.8896747
0585MH0002970020202909I01_DRCL.JPG,132.32477,13.538658,13.372296,132.32477,281.22443,0.19526295363903046,1.6582994
0155MR0008520050201310E01_DRCL.JPG,119.37127,13.609076,13.567589,119.37127,255.51569,0.019620249047875404,3.3161411
0158MR0008590060201343D01_DRCL.JPG,134.27722,14.960073,14.895937,134.27722,268.9828,0.08621330559253693,2.1154242
0229MR0009820000202923I01_DRCL.JPG,134.8248,16.611502,16.451523,134.8248,384.7218,0.37508973479270935,1.0070953
0003ML0000000840100104I01_DRCL.JPG,114.77666,13.800802,14.544939,114.77666,251.58455,0.01905735954642296,3.000741
0003ML0000000230100043I01_DRCL.JPG,93.88502,13.965036,14.313799,93.88502,342.45493,0.7676315903663635,4.2095838
0051MR0002310790102934E01_DRCL.JPG,128.9556,14.061567,14.44988,128.9556,217.22691,-0.46740368008613586,3.5451784
0045MR0002080450102627E01_DRCL.JPG,111.7087,14.316359,15.288367,111.7087,306.81445,0.223506361246109,2.5218425
0270MH0002540050102790E01_DRCL.JPG,119.76677,13.722781,13.265399,119.76677,351.96692,0.6115171313285828,2.7972012
0019MR0000540580100228C00_DRCL.JPG,124.7455,14.579255,13.34747,124.7455,256.13345,0.366085410118103,4.464196
0017MR0000510060100112C00_DRCL.JPG,139.04846,15.019587,14.462778,139.04846,220.09918,-0.4683172404766083,3.009665
0051ML0002320200102198E01_DRCL.JPG,126.55825,13.427415,13.412811,126.55825,167.0209,-0.4413692355155945,4.767979
0017ML0000550000100263I01_DRCL.JPG,117.051285,13.85754,13.503587,117.051285,313.39746,0.6754977703094482,4.7033834
0019ML0000540170100298I01_DRCL.JPG,82.28552,12.98419,14.240732,82.28552,506.47906,0.7226571440696716,1.7707481
0066MR0002930290103307E01_DRCL.JPG,134.05017,13.798701,13.944607,134.05017,197.89984,-0.5508838295936584,3.5332465
0270MH0002530050102841I01_DRCL.JPG,108.885284,13.434531,13.469336,108.885284,503.26184,0.6001570820808411,1.7260494
0523MH0003060020201054I01_DRCL.JPG,134.91891,14.334805,14.300514,134.91891,322.09747,0.14265082776546478,1.2281165
0182MH0001500050102654E01_DRCL.JPG,115.77476,14.20458,14.587235,115.77476,512.85474,0.7744020819664001,1.7676239
0017ML0000510050100252C00_DRCL.JPG,130.38997,14.434162,13.774431,130.38997,240.80418,0.1662437915802002,4.409052
0066MR0002930450103322E01_DRCL.JPG,138.9963,14.099136,14.31065,138.9963,222.56195,-0.5596436858177185,3.1982374
0066ML0002960190102462E01_DRCL.JPG,129.7356,14.384568,14.462209,129.7356,298.66916,0.16958872973918915,2.4087067
0044MR0002011080102487E01_DRCL.JPG,118.94468,14.248375,14.258476,118.94468,193.33066,-0.4514544606208801,4.6089883
0037MR0001570040100896E01_DRCL.JPG,125.7672,13.578297,13.583185,125.7672,185.7922,-0.3718930780887604,4.0383277
0067MR0004840460103432E01_DRCL.JPG,140.5928,14.061806,13.87521,140.5928,188.44281,-0.6055343151092529,2.673555
0038MR0001720060101207E01_DRCL.JPG,103.67484,13.480419,13.895046,103.67484,213.53242,0.12094567716121674,5.9331236
0013ML0000120110100180D01_DRCL.JPG,130.3877,13.975752,13.819108,130.3877,221.56683,-0.25829148292541504,3.16496
0017ML0000500170100230B00_DRCL.JPG,133.84494,14.26607,13.849693,133.84494,213.90666,0.04537812992930412,4.4783607
0229MR0009810000202922I01_DRCL.JPG,135.28287,14.086623,14.0352,135.28287,403.3257,0.20799264311790466,0.89420867
0042MR0001940430102258E01_DRCL.JPG,112.66892,13.263878,13.364759,112.66892,221.85501,0.052490461617708206,3.602306
0584MH0003620020202327I01_DRCL.JPG,125.43589,14.357066,14.7756195,125.43589,395.0329,0.5151731967926025,2.0780602
0153ML0008480170104475I01_DRCL.JPG,114.41997,13.514619,14.023735,114.41997,450.31494,0.17478755116462708,0.8651805
0869MH0002770020302256I01_DRCL.JPG,130.53926,14.147766,14.000085,130.53926,322.3356,0.1522461622953415,1.6717691
0292MH0002800030103512I01_DRCL.JPG,114.23764,13.916807,13.575197,114.23764,421.41116,0.7641571760177612,2.4253597
0180MH0001490020102536E01_DRCL.JPG,127.3943,13.781334,13.996262,127.3943,318.55157,0.42796745896339417,2.9822316
0605MH0003060020203276I01_DRCL.JPG,128.41568,14.327172,14.243685,128.41568,241.12859,0.13416090607643127,2.617992
0078MR0005860280103946E01_DRCL.JPG,140.02997,13.540573,13.825078,140.02997,221.86075,-0.2691810429096222,2.6843462
0019MR0000540360100206C00_DRCL.JPG,122.06979,13.825071,13.434673,122.06979,281.56647,0.6495883464813232,3.9198399
0019MR0000540050100175I01_DRCL.JPG,112.089935,12.286329,14.135082,112.089935,432.00513,0.6164332628250122,2.591745
