Filename,MFDMA,Symmetry_X,Symmetry_Y,Amp_Mean,Amp_Variance,Amp_Skewness,Amp_Kurtosis,msgggf_1,msgggf_2,msgggf_3,msgggf_4,msgef_1,msgef_2,Cluster
0003ML0000000270100047I01_DRCL.JPG,98.51543,13.830833,14.053138,98.51543,353.81506,0.5987699768460898,3.0424873261983345,0.75341796875,0.4287109375,0.4287109375,0.15673828125,91.66228095374892,91.15987654320986,1
0154ML0008510030104494I01_DRCL.JPG,127.02301,13.936931,14.214384,127.02301,372.24863,0.2786866650704184,1.0792075534782626,0.965087890625,0.89794921875,0.89794921875,0.678466796875,89.13352484918127,88.91069958847737,0
0017MR0000500100100082I01_DRCL.JPG,132.11534,14.949538,14.313873,132.11534,262.2331,-0.1094358256667045,2.430326705661055,0.961669921875,0.8916015625,0.8916015625,0.650146484375,95.51548405630568,95.13703703703705,0
0159MR0008640130201368E01_DRCL.JPG,135.89287,14.248027,14.223639,135.89287,215.29364,-0.4492732206863732,3.232109275259387,0.96240234375,0.90087890625,0.90087890625,0.692138671875,92.46222349899456,92.2127572016461,0
0523MH0003060020201049I01_DRCL.JPG,137.34387,14.544824,14.35874,137.34387,275.0089,0.1152742775902488,1.7250090647797824,0.959716796875,0.90673828125,0.90673828125,0.68408203125,89.56426314277505,89.78168724279834,0
0159MR0008640110201366E01_DRCL.JPG,131.87825,13.921731,14.153224,131.87825,227.89749,-0.285864338154355,3.0414110227822153,0.95703125,0.8759765625,0.8759765625,0.62890625,95.74110887675955,96.37181069958848,0
0003ML0000000490100069I01_DRCL.JPG,109.825584,13.660496,14.524319,109.825584,245.42113,-0.0174346230388445,4.1944192171230705,0.87158203125,0.656494140625,0.656494140625,0.271240234375,98.08233266302786,97.9493827160494,2
0270MH0002530020102750I01_DRCL.JPG,118.27949,13.233719,13.847826,118.27949,339.79755,0.611218659651472,3.390222492661132,0.92041015625,0.785888671875,0.785888671875,0.451171875,86.16523987359955,84.63621399176955,2
0078MR0005860010103919E01_DRCL.JPG,136.67365,13.37758,13.518852,136.67365,220.31467,-0.2126913823513478,2.892661316625862,0.954345703125,0.872802734375,0.872802734375,0.623779296875,93.11858661304224,93.28312757201644,0
0003ML0000000980100118I01_DRCL.JPG,120.875206,14.081184,15.080102,120.875206,229.78542,-0.4556390045723046,3.650189054295096,0.9296875,0.79443359375,0.79443359375,0.47802734375,93.871646078713,94.04218106995884,0
0049ML0002250000102115E01_DRCL.JPG,124.88316,13.294327,13.465994,124.88316,180.93121,-0.4694721796809907,4.148983261887753,0.939697265625,0.824951171875,0.824951171875,0.515869140625,94.4635449583453,94.99012345679012,0
0584MH0003620020202321I01_DRCL.JPG,120.124954,14.18203,14.70682,120.124954,510.9295,0.4671790772674254,1.3539821292583172,0.892578125,0.67138671875,0.67138671875,0.3369140625,80.0587187589773,80.47366255144033,2
0030MR0001350020100769E01_DRCL.JPG,136.90787,14.547913,14.594875,136.90787,245.47215,-0.2927828203010322,2.956384466489057,0.967529296875,0.910888671875,0.910888671875,0.700927734375,91.97288135593222,91.03395061728396,0
0283MH0002730010103210I01_DRCL.JPG,135.49347,14.979519,14.411627,135.49347,296.85095,0.2194246631819084,2.731550206524128,0.91796875,0.846435546875,0.846435546875,0.63720703125,87.68893995978168,86.76995884773663,0
0153MR0008500010201269C00_DRCL.JPG,126.24931,14.028752,14.23438,126.24931,279.1183,0.0822385676927309,2.6331546819139806,0.900634765625,0.772705078125,0.772705078125,0.50634765625,94.75070382074117,94.40246913580246,0
0283MH0002730020103226I01_DRCL.JPG,133.43288,14.813306,14.83029,133.43288,294.63824,0.184127356825884,2.4817131656581894,0.914794921875,0.84033203125,0.84033203125,0.638916015625,89.37966101694914,88.94567901234568,0
0019MR0000590130100167C00_DRCL.JPG,135.2993,14.889775,13.478905,135.2993,206.8662,-0.2001023377156484,3.854773533325656,0.96240234375,0.908203125,0.908203125,0.69677734375,92.8167767882792,92.53456790123458,0
0041MR0001930020101252E01_DRCL.JPG,105.88697,13.508622,13.963883,105.88697,183.72226,-0.4343467231888497,7.1548804262524826,0.833251953125,0.552490234375,0.552490234375,0.187744140625,95.2283251939098,95.38888888888889,2
0017ML0000550040100267I01_DRCL.JPG,117.70213,13.712557,13.08213,117.70213,306.7481,0.7291887882549389,4.376792480868068,0.89453125,0.724365234375,0.724365234375,0.380615234375,96.62602700373456,96.65514403292184,2
0025MR0001230030100701E01_DRCL.JPG,106.80621,14.022518,14.524108,106.80621,220.29807,0.1686334736627321,6.037960468834346,0.831787109375,0.60595703125,0.60595703125,0.23486328125,90.45504165469691,90.6351851851852,2
0270MH0002530050102814I01_DRCL.JPG,101.30893,13.180702,13.6130905,101.30893,543.65753,0.6975936885990853,1.7546620906169146,0.809814453125,0.557373046875,0.557373046875,0.197021484375,79.809652398736,77.56337448559671,1
0052MR0002390040102987E01_DRCL.JPG,118.69876,13.354512,13.502465,118.69876,219.42575,-0.3327357745239996,3.9658252739900286,0.84912109375,0.63916015625,0.63916015625,0.320068359375,94.13243320884804,94.51790123456789,2
0182MH0001500050102678C00_DRCL.JPG,126.239624,13.686796,14.018749,126.239624,333.42953,0.558006742312049,3.073168004048507,0.884521484375,0.74169921875,0.74169921875,0.463134765625,83.53978741740879,82.45349794238682,2
0017ML0000500250100238B00_DRCL.JPG,135.41417,14.856665,14.179428,135.41417,221.34492,0.0292965980829091,3.240810556579449,0.949951171875,0.901123046875,0.901123046875,0.69287109375,92.35380637747772,91.90493827160496,0
0013ML0000120060100175I01_DRCL.JPG,98.50384,13.489165,13.371905,98.50384,544.93805,0.2343354753501799,0.4411277779013547,0.721435546875,0.405517578125,0.405517578125,0.114013671875,93.55518529158287,93.63991769547324,1
0155MR0008520020201307I01_DRCL.JPG,125.89309,13.723355,13.712649,125.89309,335.23663,0.1454347370513905,1.348176679389116,0.932373046875,0.811279296875,0.811279296875,0.52783203125,93.14202815282964,93.45802469135803,0
0164MR0008850160201605E01_DRCL.JPG,134.65947,14.853073,14.829023,134.65947,238.46478,-0.0853999878366261,2.091744843058696,0.95556640625,0.875244140625,0.875244140625,0.633544921875,95.1843723068084,95.31543209876544,0
0279MH0002690070103063E01_DRCL.JPG,106.793465,13.420645,12.907837,106.793465,359.3573,1.0865964540312512,4.736058992952134,0.270751953125,0.139892578125,0.139892578125,0.0703125,63.91335823039356,65.13868312757202,1
0013ML0000120010100170D01_DRCL.JPG,123.79787,13.71395,13.781593,123.79787,217.43082,-0.1222531125191101,3.0842075281072265,0.9296875,0.807861328125,0.807861328125,0.494140625,96.4824475725366,96.08847736625516,0
0506MH0002240010200653C00_DRCL.JPG,132.06801,14.885094,13.557387,132.06801,253.20717,0.1261572627444011,2.7064402366518268,0.9609375,0.899169921875,0.899169921875,0.67333984375,99.08152829646652,99.29609053497944,0
0019ML0000540180100299C00_DRCL.JPG,99.91045,14.080412,14.714979,99.91045,329.3219,0.4847375992393438,3.457068928150047,0.685546875,0.40283203125,0.40283203125,0.12548828125,91.25791439241596,92.4576131687243,1
0164MR0008850030201592E01_DRCL.JPG,130.38654,14.600371,14.190731,130.38654,216.10071,-0.2321823902379157,2.7638880291924632,0.95263671875,0.872314453125,0.872314453125,0.621826171875,94.3551278368285,94.82921810699588,0
0019MR0000590010100155I01_DRCL.JPG,124.81282,14.577875,13.745924,124.81282,263.33276,0.2476213557352526,3.5196177162668727,0.95556640625,0.85595703125,0.85595703125,0.547607421875,94.83860959494396,94.91316872427986,0
